Id,survive,fruit-shape,fruit-surface,fruit-color,bruises,fruit-odor,seed-spacing,seed-size,seed-color,stem-shape,stem-root,stem-surface-above-peel,stem-surface-below-peel,stem-color-above-peel,stem-color-below-peel,peel-quality,peel-type,spores,population,habitat
356,0,,0,,1,,,,,1,,2,,3,3,,,,,
357,1,5,2,0,1,2,0,0,10,1,1,2,2,7,7,1,4,1,3,1
358,0,5,0,3,1,5,0,0,9,1,1,2,2,3,7,1,4,3,5,0
359,1,5,3,3,0,2,0,0,7,0,1,1,1,0,0,1,2,1,4,1
360,0,5,3,3,1,5,0,0,9,1,1,2,2,7,3,1,4,2,4,0
361,1,5,2,5,0,1,0,1,2,0,1,2,2,7,7,1,4,2,4,0
362,1,5,2,0,1,2,0,0,7,1,1,0,2,7,7,1,4,1,3,5
363,0,,0,,0,,,,,1,,2,,7,7,,,,,
364,1,2,3,3,0,2,0,0,3,0,1,1,1,6,0,1,2,1,5,1
365,0,2,3,3,1,5,0,0,9,1,1,2,2,3,7,1,4,3,4,0
366,0,0,2,8,1,0,0,0,2,0,2,2,2,7,7,1,4,2,3,3
367,0,,2,,0,,,,,1,,0,,7,7,,,,,
368,1,5,2,3,0,1,0,1,5,0,1,2,2,7,7,1,4,2,3,0
369,0,2,3,2,1,5,0,0,7,1,1,2,2,3,6,1,4,3,5,0
370,0,,0,,1,,,,,1,,2,,7,6,,,,,
371,1,5,3,9,0,2,0,0,3,0,1,1,1,4,0,1,2,1,5,4
372,0,,2,,1,,,,,0,,2,,7,2,,,,,
373,0,2,2,0,1,5,0,0,1,0,0,2,2,2,7,2,0,7,1,6
374,1,5,3,4,0,8,0,1,0,1,0,1,2,7,6,1,0,7,4,2
375,1,5,3,4,0,2,0,1,0,1,0,1,1,7,7,1,0,7,4,0
376,0,2,3,9,1,0,0,0,5,0,4,2,3,7,7,1,4,3,5,1
377,1,,0,,0,,,,,0,,1,,6,4,,,,,
378,0,5,0,3,1,5,0,0,9,1,1,2,2,6,7,1,4,3,5,0
379,0,,0,,0,,,,,1,,0,,7,7,,,,,
380,0,,3,,1,,,,,0,,2,,7,7,,,,,
381,0,2,3,6,0,5,0,1,9,0,0,2,0,7,7,1,1,1,4,0
382,1,,3,,0,,,,,0,,1,,0,4,,,,,
383,1,,0,,0,,,,,0,,2,,7,7,,,,,
384,0,5,2,4,0,5,1,0,3,1,3,2,2,7,7,1,0,2,0,1
385,0,0,2,9,1,0,0,0,2,0,2,2,2,7,7,1,4,2,2,3
386,1,5,3,3,0,2,0,0,3,0,1,1,1,4,4,1,2,1,4,1
387,0,3,2,2,1,5,0,0,10,0,0,2,2,2,2,2,0,7,1,6
388,0,5,0,3,1,5,0,0,5,1,1,2,2,7,6,1,4,3,5,0
389,1,2,3,3,0,2,0,0,2,0,1,1,1,0,6,1,2,1,4,0
390,1,2,3,9,0,2,0,0,2,0,1,1,1,6,6,1,2,1,5,0
391,0,2,0,3,1,5,0,0,5,1,1,2,2,7,6,1,4,2,5,0
392,0,5,0,4,0,5,1,0,4,1,3,0,2,7,7,1,0,3,0,1
393,0,5,0,8,0,5,1,0,7,1,3,0,0,7,7,1,0,2,0,1
394,1,2,2,8,1,6,0,1,7,0,3,2,2,7,7,1,4,2,3,5
395,1,5,0,3,0,2,0,0,2,0,1,1,1,0,4,1,2,1,4,0
396,1,,0,,0,,,,,0,,1,,6,0,,,,,
397,0,2,3,4,1,0,0,0,5,0,4,2,3,7,7,1,4,3,5,1
398,1,2,0,9,0,2,0,0,3,0,1,1,1,6,6,1,2,1,4,0
399,1,2,0,9,0,2,0,0,2,0,1,1,1,6,4,1,2,1,5,1
400,0,5,0,4,0,5,1,0,5,1,3,0,2,7,7,1,0,2,3,1
401,1,2,3,3,0,2,0,0,2,0,1,1,1,4,4,1,2,1,4,4
402,1,2,0,3,0,2,0,0,2,0,1,1,1,4,0,1,2,1,4,0
403,0,,0,,0,,,,,1,,2,,7,7,,,,,
404,0,5,2,9,1,0,1,1,7,1,1,2,2,7,7,1,4,3,4,0
405,0,,3,,1,,,,,1,,2,,7,6,,,,,
406,1,2,3,8,1,6,0,1,10,0,3,2,2,7,7,1,4,2,3,5
407,0,5,0,3,1,5,0,0,5,1,1,2,2,3,7,1,4,2,4,0
408,1,,3,,0,,,,,0,,1,,6,4,,,,,
409,0,2,3,0,1,5,0,0,1,0,0,2,2,2,2,2,0,7,1,6
410,0,2,0,9,1,0,1,1,7,1,1,2,2,7,7,1,4,3,4,0
411,0,2,3,4,1,5,0,0,7,1,1,2,2,6,3,1,4,3,5,0
412,0,2,3,2,1,5,0,0,5,1,1,2,2,6,3,1,4,2,5,0
413,0,5,3,9,1,0,0,0,10,0,2,2,2,7,7,1,4,2,2,1
414,0,5,0,2,1,5,0,0,9,1,1,2,2,7,7,1,4,2,5,0
415,0,5,2,3,0,5,1,0,3,1,3,2,0,7,7,1,0,2,3,1
416,0,2,0,4,1,5,0,0,7,1,1,2,2,3,3,1,4,3,5,0
417,1,2,3,9,0,2,0,0,3,0,1,1,1,6,0,1,2,1,5,1
418,1,5,2,3,0,1,1,1,5,0,1,2,2,7,7,1,4,3,4,0
419,0,2,0,4,1,5,0,0,5,1,1,2,2,3,6,1,4,2,5,0
420,1,5,3,4,0,8,0,1,0,1,0,2,1,7,6,1,0,7,4,4
421,1,2,0,9,0,2,0,0,2,0,1,1,1,0,6,1,2,1,4,4
422,0,,0,,1,,,,,1,,2,,7,3,,,,,
423,0,,3,,1,,,,,1,,2,,7,3,,,,,
424,0,2,0,2,1,5,0,0,9,1,1,2,2,6,6,1,4,3,4,0
425,0,5,0,2,1,5,0,0,7,1,1,2,2,7,7,1,4,2,4,0
426,0,5,2,4,0,5,1,0,3,1,3,2,2,7,7,1,0,3,0,1
427,0,2,2,8,0,5,1,0,7,1,3,2,2,7,7,1,0,2,0,1
428,1,5,3,3,0,2,0,0,7,0,1,1,1,0,6,1,2,1,5,4
429,0,2,2,3,0,5,1,0,3,1,3,2,2,7,7,1,0,2,3,1
430,0,5,0,3,1,5,0,0,9,1,1,2,2,7,6,1,4,2,5,0
431,0,2,0,4,1,5,0,0,5,1,1,2,2,7,3,1,4,3,4,0
432,0,5,0,1,0,5,1,1,10,0,1,0,0,7,4,1,0,7,4,2
433,0,5,0,3,1,5,0,0,5,1,1,2,2,3,7,1,4,3,5,0
434,0,5,3,8,1,0,0,0,5,0,2,2,2,7,7,1,4,3,3,3
435,1,2,2,8,1,2,0,0,7,1,1,0,0,7,7,1,4,1,4,5
436,0,5,2,8,1,3,0,0,4,0,2,2,2,7,7,1,4,3,3,1
437,0,5,0,4,1,5,0,0,10,1,1,2,2,7,6,1,4,2,4,0
438,0,0,3,8,1,0,0,0,5,0,2,2,2,7,7,1,4,2,3,1
439,0,5,3,3,1,5,0,0,9,1,1,2,2,6,6,1,4,2,5,0
440,0,,3,,1,,,,,1,,2,,7,6,,,,,
441,0,5,3,4,1,5,0,0,5,1,1,2,2,7,3,1,4,3,5,0
442,0,,3,,1,,,,,1,,2,,3,3,,,,,
443,0,2,3,4,1,3,0,0,7,0,4,2,3,7,7,1,4,3,5,4
444,0,5,0,2,1,5,0,0,7,1,1,2,2,6,7,1,4,3,5,0
445,0,2,0,8,0,5,1,0,7,1,3,2,2,7,7,1,0,3,3,1
446,0,0,3,8,1,0,0,0,10,0,2,2,2,7,7,1,4,3,3,1
447,1,5,0,3,0,2,0,0,7,0,1,1,1,4,6,1,2,1,5,4
448,1,,0,,0,,,,,0,,2,,7,7,,,,,
449,0,0,2,8,1,3,0,0,10,0,2,2,2,7,7,1,4,3,2,3
450,0,2,2,4,0,5,1,0,3,1,3,2,2,7,7,1,0,2,3,1
451,1,,2,,1,,,,,1,,2,,7,7,,,,,
452,1,,3,,0,,,,,0,,1,,4,6,,,,,
453,0,2,2,3,0,5,1,0,4,1,3,2,0,7,7,1,0,2,3,1
454,0,5,3,2,1,5,0,0,5,1,1,2,2,7,6,1,4,3,5,0
455,1,2,3,9,0,2,0,0,2,0,1,1,1,4,0,1,2,1,4,4
456,0,2,2,9,1,0,1,1,5,1,1,2,2,7,7,1,4,6,4,0
457,1,2,3,4,1,6,0,1,10,0,3,2,2,7,7,1,4,3,3,1
458,0,2,3,2,1,5,0,0,5,1,1,2,2,3,6,1,4,3,5,0
459,0,5,3,9,1,0,0,0,5,0,4,2,3,7,7,1,4,2,5,1
460,1,,0,,0,,,,,0,,1,,0,0,,,,,
461,1,2,2,0,1,2,0,0,3,1,1,2,2,7,7,1,4,1,4,5
462,1,5,0,9,0,2,0,0,3,0,1,1,1,4,4,1,2,1,4,1
463,0,2,0,8,0,5,1,0,3,1,3,2,0,7,7,1,0,3,0,1
464,0,5,3,9,1,0,0,0,5,0,2,2,2,7,7,1,4,3,3,3
465,0,5,3,0,1,5,0,0,1,0,0,2,2,2,2,2,0,7,1,6
466,1,,0,,0,,,,,0,,2,,7,7,,,,,
467,0,2,0,3,1,5,0,0,5,1,1,2,2,7,7,1,4,3,5,0
468,0,5,2,4,1,5,0,0,10,0,0,2,2,7,7,2,0,7,1,6
469,0,2,3,4,1,5,0,0,10,1,1,2,2,6,7,1,4,3,4,0
470,0,5,0,3,1,5,0,0,10,1,1,2,2,7,6,1,4,2,5,0
471,1,5,0,9,0,2,0,0,7,0,1,1,1,4,6,1,2,1,4,0
472,0,2,2,4,0,5,1,0,3,1,3,2,0,7,7,1,0,3,3,1
473,0,5,3,9,1,3,0,0,7,0,4,2,3,7,7,1,4,3,5,1
474,0,5,2,8,1,0,1,1,5,1,1,2,2,7,7,1,4,3,4,0
475,0,2,3,3,1,5,0,0,5,1,1,2,2,7,7,1,4,3,4,0
476,1,5,0,9,0,2,0,0,7,0,1,1,1,0,6,1,2,1,4,4
477,0,2,0,3,0,5,1,0,4,1,3,2,2,7,7,1,0,3,0,1
478,0,0,2,9,1,3,0,0,4,0,2,2,2,7,7,1,4,3,3,3
479,0,,0,,0,,,,,0,,2,,7,7,,,,,
480,0,,2,,1,,,,,0,,2,,7,7,,,,,
481,0,,3,,1,,,,,1,,2,,7,6,,,,,
482,0,,2,,0,,,,,1,,0,,7,7,,,,,
483,0,,0,,0,,,,,1,,0,,7,7,,,,,
484,0,5,2,9,1,3,0,0,2,0,2,2,2,7,7,1,4,2,2,3
485,1,,0,,0,,,,,0,,1,,7,8,,,,,
486,0,2,3,2,1,5,0,0,9,1,1,2,2,3,7,1,4,3,5,0
487,0,,2,,1,,,,,0,,2,,7,7,,,,,
488,0,2,2,3,0,5,1,0,4,1,3,0,0,7,7,1,0,3,0,1
489,0,0,2,8,1,3,0,0,10,0,2,2,2,7,7,1,4,2,3,3
490,0,0,3,9,1,0,0,0,5,0,2,2,2,7,7,1,4,2,2,1
491,0,2,2,8,0,5,1,0,4,1,3,0,0,7,7,1,0,2,3,1
492,0,2,2,8,0,5,1,0,5,1,3,0,0,7,7,1,0,2,0,1
493,0,5,0,3,0,5,0,1,7,0,3,2,2,7,7,1,4,2,5,5
494,1,,3,,0,,,,,1,,2,,6,6,,,,,
495,0,5,0,3,1,5,0,0,7,1,1,2,2,6,7,1,4,3,5,0
496,1,5,0,5,0,1,1,1,7,0,1,2,2,7,7,1,4,2,3,0
497,0,5,0,2,1,5,0,0,10,1,1,2,2,7,7,1,4,2,5,0
498,0,5,3,8,1,3,0,0,10,0,2,2,2,7,7,1,4,2,2,1
499,0,5,3,2,1,5,0,0,7,1,1,2,2,3,3,1,4,2,5,0
500,0,2,3,3,1,5,0,0,9,1,1,2,2,6,6,1,4,3,5,0
501,1,,2,,1,,,,,0,,2,,7,7,,,,,
502,1,5,3,4,0,2,0,1,0,1,0,1,1,6,7,1,0,7,4,2
503,0,0,2,9,1,3,0,0,4,0,2,2,2,7,7,1,4,2,2,1
504,1,5,3,4,0,8,0,1,0,1,0,1,2,6,6,1,0,7,4,2
505,0,5,0,3,1,5,0,0,7,1,1,2,2,3,7,1,4,2,4,0
506,0,5,0,4,1,5,0,0,10,1,1,2,2,6,6,1,4,2,4,0
507,0,2,3,9,1,3,0,0,10,0,4,2,3,7,7,1,4,3,5,4
508,1,,2,,1,,,,,0,,2,,7,7,,,,,
509,0,,0,,0,,,,,0,,2,,7,7,,,,,
510,0,,0,,1,,,,,1,,2,,3,3,,,,,
511,0,5,3,3,1,5,0,0,5,1,1,2,2,6,3,1,4,2,5,0
512,0,2,2,8,0,5,1,0,7,1,3,2,0,7,7,1,0,3,3,1
513,0,0,2,8,1,3,0,0,2,0,2,2,2,7,7,1,4,2,2,1
514,0,5,3,8,1,3,0,0,2,0,2,2,2,7,7,1,4,2,2,3
515,0,5,2,3,0,5,1,0,3,1,3,2,0,7,7,1,0,2,0,1
516,1,2,3,8,1,6,0,1,5,0,3,2,2,7,7,1,4,3,3,1
517,0,2,3,3,1,5,0,0,5,1,1,2,2,7,3,1,4,2,4,0
518,0,2,3,2,1,5,0,0,9,1,1,2,2,6,7,1,4,3,5,0
519,0,2,0,2,1,5,0,0,9,1,1,2,2,6,3,1,4,3,5,0
520,0,2,2,8,0,5,1,0,3,1,3,0,2,7,7,1,0,3,0,1
521,0,2,0,3,1,5,0,0,9,1,1,2,2,6,3,1,4,3,5,0
522,0,,2,,1,,,,,0,,2,,7,7,,,,,
523,1,,3,,0,,,,,0,,1,,4,0,,,,,
524,1,5,3,4,0,8,0,1,0,1,0,1,1,7,7,1,0,7,4,0
525,0,,3,,1,,,,,0,,2,,7,7,,,,,
526,0,5,2,4,0,5,1,0,4,1,3,0,0,7,7,1,0,3,0,1
527,0,5,2,8,0,5,1,0,7,1,3,0,2,7,7,1,0,3,3,1
528,1,2,0,9,0,2,0,0,3,0,1,1,1,6,4,1,2,1,4,4
529,0,0,2,9,1,3,0,0,2,0,2,2,2,7,7,1,4,2,3,3
530,1,2,2,8,1,6,0,1,7,0,3,2,2,7,7,1,4,3,3,5
531,0,5,2,8,1,0,0,0,5,0,2,2,2,7,7,1,4,2,3,1
532,1,,3,,0,,,,,0,,1,,6,4,,,,,
533,0,0,2,9,1,3,0,0,10,0,2,2,2,7,7,1,4,2,3,3
534,0,,0,,1,,,,,1,,2,,6,6,,,,,
535,0,4,0,4,0,5,0,1,4,0,3,2,2,7,7,1,4,3,5,5
536,1,5,2,0,1,2,0,0,3,1,1,2,0,7,7,1,4,1,3,5
537,1,2,0,3,0,2,0,0,2,0,1,1,1,0,4,1,2,1,5,0
538,0,5,2,3,0,5,1,0,5,1,3,2,0,7,7,1,0,3,3,1
539,1,5,0,3,0,2,0,0,3,0,1,1,1,6,4,1,2,1,4,0
540,0,5,2,3,0,5,1,0,5,1,3,2,0,7,7,1,0,2,0,1
541,0,2,0,3,1,5,0,0,7,1,1,2,2,3,3,1,4,2,5,0
542,1,2,0,9,0,2,0,0,3,0,1,1,1,4,6,1,2,1,5,0
543,0,,0,,0,,,,,1,,0,,7,7,,,,,
544,1,5,2,8,1,6,0,1,5,0,3,2,2,7,7,1,4,2,3,1
545,0,0,3,8,1,3,0,0,2,0,2,2,2,7,7,1,4,3,3,3
546,0,5,3,2,1,5,0,0,10,1,1,2,2,7,6,1,4,2,4,0
547,1,,3,,0,,,,,1,,1,,6,7,,,,,
548,0,5,2,8,1,3,0,0,10,0,2,2,2,7,7,1,4,2,3,3
549,0,2,3,2,1,5,0,0,10,1,1,2,2,3,3,1,4,2,4,0
550,0,5,2,3,0,5,1,0,3,1,3,2,2,7,7,1,0,3,3,1
551,1,5,3,4,0,2,0,1,0,1,0,2,1,7,7,1,0,7,4,4
552,1,5,0,5,0,1,1,1,2,0,1,2,2,7,7,1,4,2,3,0
553,0,,3,,1,,,,,1,,2,,7,3,,,,,
554,1,,2,,0,,,,,0,,2,,7,7,,,,,
555,1,2,0,3,0,2,0,0,7,0,1,1,1,4,0,1,2,1,5,4
556,0,,0,,1,,,,,1,,2,,7,7,,,,,
557,1,2,3,3,0,2,0,0,2,0,1,1,1,4,4,1,2,1,5,4
558,1,5,3,3,0,2,0,0,2,0,1,1,1,4,6,1,2,1,5,1
559,1,0,2,5,1,5,0,0,10,0,1,2,2,7,7,2,4,5,4,3
560,0,2,3,4,1,5,0,0,5,1,1,2,2,7,6,1,4,2,5,0
561,1,2,2,3,1,2,0,0,10,1,1,0,2,7,7,1,4,1,3,1
562,1,2,2,0,1,5,0,0,8,0,1,2,2,7,7,2,4,5,4,1
563,0,,3,,1,,,,,0,,2,,7,7,,,,,
564,1,2,3,9,0,2,0,0,2,0,1,1,1,0,4,1,2,1,5,0
565,0,3,3,5,1,5,0,0,1,0,0,2,2,7,7,2,0,7,1,6
566,1,5,2,4,1,6,0,1,10,0,3,2,2,7,7,1,4,2,4,1
567,0,2,2,3,0,5,1,0,7,1,3,0,2,7,7,1,0,2,0,1
568,0,2,3,9,1,0,0,0,10,0,4,2,3,7,7,1,4,2,3,1
569,0,2,0,3,1,5,0,0,10,1,1,2,2,3,6,1,4,3,4,0
570,1,2,3,3,0,2,0,0,2,0,1,1,1,4,0,1,2,1,4,1
571,1,5,3,9,0,2,0,0,7,0,1,1,1,6,4,1,2,1,4,0
572,0,2,2,3,0,5,1,0,5,1,3,0,2,7,7,1,0,2,3,1
573,1,2,0,3,0,2,0,0,7,0,1,1,1,6,4,1,2,1,4,0
574,1,5,3,3,0,2,0,0,2,0,1,1,1,0,0,1,2,1,5,0
575,1,,2,,1,,,,,0,,2,,7,7,,,,,
576,0,,3,,1,,,,,0,,2,,7,7,,,,,
577,1,2,0,3,0,2,0,0,7,0,1,1,1,0,6,1,2,1,5,4
578,1,2,0,9,0,2,0,0,7,0,1,1,1,0,4,1,2,1,4,1
579,0,5,3,3,1,5,0,0,9,1,1,2,2,6,3,1,4,2,5,0
580,0,5,0,4,1,5,0,0,9,1,1,2,2,7,7,1,4,2,5,0
581,0,2,0,4,1,5,0,0,9,1,1,2,2,7,6,1,4,2,4,0
582,0,4,0,3,0,5,0,1,7,0,3,2,2,7,7,1,4,3,5,5
583,1,5,2,4,1,6,0,1,5,0,3,2,2,7,7,1,4,3,3,5
584,0,2,3,2,1,5,0,0,10,1,1,2,2,3,6,1,4,2,4,0
585,0,,3,,1,,,,,0,,2,,7,7,,,,,
586,0,,0,,1,,,,,1,,2,,7,6,,,,,
587,1,2,3,9,0,2,0,0,3,0,1,1,1,0,6,1,2,1,4,0
588,0,2,3,2,1,5,0,0,5,1,1,2,2,7,7,1,4,3,4,0
589,0,0,2,9,1,3,0,0,4,0,2,2,2,7,7,1,4,3,3,1
590,0,5,3,4,1,5,0,0,7,1,1,2,2,3,6,1,4,3,5,0
591,1,2,3,9,0,2,0,0,3,0,1,1,1,4,6,1,2,1,4,4
592,0,,0,,0,,,,,1,,2,,7,7,,,,,
593,0,2,0,3,1,5,0,0,9,1,1,2,2,3,7,1,4,2,4,0
594,0,2,2,3,0,5,1,0,5,1,3,2,2,7,7,1,0,3,0,1
595,0,5,3,8,1,0,0,0,4,0,2,2,2,7,7,1,4,2,3,1
596,0,5,3,8,1,0,0,0,10,0,2,2,2,7,7,1,4,3,3,1
597,1,5,0,3,0,1,0,1,9,0,1,2,2,7,7,1,4,3,4,0
598,0,2,2,8,0,5,1,0,5,1,3,0,2,7,7,1,0,3,0,1
599,0,0,2,9,1,3,0,0,2,0,2,2,2,7,7,1,4,3,3,3
600,0,,3,,1,,,,,1,,2,,7,3,,,,,
601,0,3,2,0,1,5,0,0,1,0,0,2,2,7,2,2,0,7,1,6
602,0,5,0,2,1,5,0,0,9,1,1,2,2,6,6,1,4,2,4,0
603,1,2,0,9,0,2,0,0,2,0,1,1,1,4,6,1,2,1,4,0
604,0,2,2,4,0,5,1,0,4,1,3,2,0,7,7,1,0,2,0,1
605,0,5,0,3,0,5,1,0,7,1,3,2,2,7,7,1,0,2,3,1
606,0,2,2,4,0,5,1,0,7,1,3,2,0,7,7,1,0,3,0,1
607,1,5,3,4,0,8,0,1,0,1,0,1,1,7,6,1,0,7,4,4
608,0,,3,,1,,,,,1,,2,,3,6,,,,,
609,0,2,0,3,1,5,0,0,9,1,1,2,2,3,6,1,4,2,5,0
610,0,0,3,8,1,3,0,0,5,0,2,2,2,7,7,1,4,3,3,1
611,0,,3,,1,,,,,0,,2,,7,7,,,,,
612,0,,2,,1,,,,,0,,2,,7,7,,,,,
613,0,2,3,4,1,5,0,0,10,0,0,2,2,2,7,2,0,7,1,6
614,0,3,2,4,1,5,0,0,10,0,0,2,2,7,7,2,0,7,1,6
615,1,,0,,0,,,,,0,,1,,6,0,,,,,
616,1,,2,,0,,,,,0,,2,,7,7,,,,,
617,1,5,3,9,0,2,0,0,2,0,1,1,1,0,0,1,2,1,4,4
618,1,2,2,8,1,2,0,0,7,1,1,2,0,7,7,1,4,1,3,1
619,1,5,0,9,0,2,0,0,7,0,1,1,1,0,4,1,2,1,5,4
620,0,,3,,1,,,,,1,,2,,7,7,,,,,
621,0,2,2,8,0,5,1,0,4,1,3,2,0,7,7,1,0,3,0,1
622,0,2,3,3,1,5,0,0,5,1,1,2,2,7,6,1,4,3,5,0
623,0,2,0,4,1,5,0,0,7,1,1,2,2,3,7,1,4,3,5,0
624,0,2,0,2,1,5,0,0,7,1,1,2,2,3,7,1,4,2,4,0
625,1,5,0,9,0,2,0,0,3,0,1,1,1,4,4,1,2,1,4,4
626,0,,0,,0,,,,,1,,0,,7,7,,,,,
627,0,5,0,8,0,5,1,0,3,1,3,0,2,7,7,1,0,3,0,1
628,1,5,0,9,0,2,0,0,7,0,1,1,1,6,0,1,2,1,5,1
629,1,,2,,1,,,,,0,,2,,7,7,,,,,
630,1,5,0,3,0,2,0,0,3,0,1,1,1,0,6,1,2,1,5,4
631,1,5,0,9,0,2,0,0,3,0,1,1,1,6,0,1,2,1,5,4
632,0,5,2,4,1,5,0,0,1,0,0,2,2,2,2,2,0,7,1,6
633,1,5,3,9,0,2,0,0,3,0,1,1,1,4,6,1,2,1,5,4
634,1,2,2,3,1,2,0,0,7,1,1,2,0,7,7,1,4,1,4,1
635,0,,0,,1,,,,,1,,2,,6,3,,,,,
636,0,2,0,3,1,5,0,0,9,1,1,2,2,6,6,1,4,2,4,0
637,0,5,0,3,1,5,0,0,5,1,1,2,2,6,3,1,4,3,4,0
638,0,5,3,3,1,5,0,0,5,1,1,2,2,6,7,1,4,3,4,0
639,0,5,0,2,1,5,0,0,9,1,1,2,2,3,6,1,4,3,4,0
640,1,5,3,3,0,2,0,0,3,0,1,1,1,6,0,1,2,1,4,0
641,0,,2,,0,,,,,1,,2,,7,7,,,,,
642,0,,3,,1,,,,,0,,2,,7,7,,,,,
643,0,2,0,4,0,5,1,0,3,1,3,0,2,7,7,1,0,3,3,1
644,0,,0,,0,,,,,0,,2,,7,7,,,,,
645,0,2,0,3,1,5,0,0,9,1,1,2,2,7,6,1,4,3,4,0
646,0,2,3,2,1,5,0,0,7,1,1,2,2,6,6,1,4,2,4,0
647,0,0,2,9,1,3,0,0,5,0,2,2,2,7,7,1,4,2,3,3
648,0,,3,,1,,,,,0,,2,,7,7,,,,,
649,0,2,2,3,0,5,1,0,3,1,3,2,2,7,7,1,0,2,0,1
650,0,5,0,2,1,5,0,0,5,1,1,2,2,3,3,1,4,3,4,0
651,0,4,0,4,0,5,0,1,7,0,3,2,2,7,7,1,4,2,5,5
652,1,5,3,3,0,2,0,0,3,0,1,1,1,6,4,1,2,1,5,4
653,0,5,3,4,1,5,0,0,7,1,1,2,2,7,3,1,4,3,4,0
654,0,5,3,4,1,5,0,0,7,1,1,2,2,6,7,1,4,3,5,0
655,1,5,3,3,0,2,0,0,7,0,1,1,1,4,0,1,2,1,4,0
656,0,,3,,0,,,,,0,,2,,7,7,,,,,
657,0,2,2,8,0,5,1,0,4,1,3,2,2,7,7,1,0,2,0,1
658,0,5,2,8,0,5,1,0,3,1,3,0,2,7,7,1,0,3,0,1
659,0,5,0,4,0,5,1,0,5,1,3,2,0,7,7,1,0,2,3,1
660,1,5,3,3,0,2,0,0,2,0,1,1,1,4,4,1,2,1,4,4
661,1,5,0,9,0,2,0,0,2,0,1,1,1,0,6,1,2,1,4,4
662,0,5,2,8,1,0,0,0,10,0,2,2,2,7,7,1,4,2,3,1
663,0,,3,,1,,,,,1,,2,,6,3,,,,,
664,1,,3,,0,,,,,0,,1,,6,4,,,,,
665,1,5,3,4,0,8,0,1,0,1,0,1,2,7,6,1,0,7,4,0
666,1,5,2,0,1,2,0,0,10,1,1,0,2,7,7,1,4,1,4,1
667,0,,2,,0,,,,,1,,2,,7,7,,,,,
668,1,,3,,0,,,,,0,,1,,0,6,,,,,
669,1,5,3,3,0,2,0,0,7,0,1,1,1,6,0,1,2,1,4,4
670,1,2,3,3,0,2,0,0,7,0,1,1,1,0,6,1,2,1,5,1
671,0,5,0,3,1,5,0,0,9,1,1,2,2,6,7,1,4,2,5,0
672,0,3,0,1,0,5,1,1,10,0,1,0,2,7,4,1,0,7,4,2
673,0,5,3,4,1,5,0,0,7,1,1,2,2,6,7,1,4,2,4,0
674,0,5,0,3,0,5,1,0,4,1,3,0,0,7,7,1,0,2,0,1
675,1,2,2,8,1,2,0,0,10,1,1,2,0,7,7,1,4,1,3,1
676,0,,0,,0,,,,,1,,0,,7,7,,,,,
677,1,5,0,5,0,1,0,1,5,0,1,2,2,7,7,1,4,3,4,0
678,0,2,0,1,0,5,1,1,10,0,1,0,0,7,4,1,0,7,4,2
679,1,,2,,1,,,,,1,,0,,7,7,,,,,
680,0,5,0,4,1,5,0,0,5,1,1,2,2,3,6,1,4,3,4,0
681,0,2,3,4,1,5,0,0,10,1,1,2,2,6,3,1,4,3,4,0
682,1,2,3,9,0,2,0,0,3,0,1,1,1,0,4,1,2,1,5,1
683,0,2,0,8,0,5,1,0,5,1,3,2,0,7,7,1,0,3,0,1
684,0,,3,,1,,,,,0,,2,,7,7,,,,,
685,1,,0,,0,,,,,0,,1,,6,6,,,,,
686,0,5,3,3,1,5,0,0,9,1,1,2,2,6,3,1,4,2,4,0
687,1,5,0,3,0,2,0,0,3,0,1,1,1,0,4,1,2,1,5,4
688,0,2,3,3,1,5,0,0,7,1,1,2,2,3,7,1,4,3,4,0
689,0,5,0,8,0,5,1,0,7,1,3,2,0,7,7,1,0,2,3,1
690,0,,3,,1,,,,,0,,2,,7,7,,,,,
691,0,5,0,4,1,5,0,0,9,1,1,2,2,6,3,1,4,3,5,0
692,0,2,0,8,0,5,1,0,7,1,3,0,0,7,7,1,0,2,0,1
693,1,0,2,0,1,5,0,0,2,0,1,2,2,7,7,2,4,5,4,3
694,1,5,3,3,0,2,0,0,3,0,1,1,1,0,4,1,2,1,4,4
695,1,2,3,3,0,2,0,0,7,0,1,1,1,6,0,1,2,1,5,1
696,0,2,3,9,1,3,0,0,7,0,4,2,3,7,7,1,4,3,5,1
697,0,,2,,0,,,,,1,,0,,7,7,,,,,
698,1,,3,,1,,,,,0,,2,,7,7,,,,,
699,0,2,3,2,1,5,0,0,5,1,1,2,2,3,3,1,4,2,4,0
700,1,2,3,8,1,5,0,0,10,0,1,2,2,7,7,2,4,5,4,3
701,1,2,3,4,1,6,0,1,5,0,3,2,2,7,7,1,4,3,4,5
702,0,5,0,3,1,5,0,0,5,1,1,2,2,7,7,1,4,3,5,0
703,1,,2,,1,,,,,0,,2,,7,7,,,,,
704,0,2,3,5,1,5,0,0,10,0,0,2,2,7,7,2,0,7,1,6
705,1,5,0,3,0,2,0,0,7,0,1,1,1,0,0,1,2,1,5,0
706,0,5,3,9,1,3,0,0,10,0,4,2,3,7,7,1,4,3,5,1
707,0,,2,,1,,,,,0,,2,,7,7,,,,,
708,1,2,2,4,1,6,0,1,5,0,3,2,2,7,7,1,4,2,4,1
709,1,5,3,3,0,2,0,0,7,0,1,1,1,6,4,1,2,1,4,4
